Name,Price,Smartphone OS,IMG PATH,Screen Resolution,Screen size,Processor,GPU,RAM 
Nubia Z17 mini (Limited Edition),"21,499",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Nubia Z17 mini 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"1.95 GHz, Octa Core, Qualcomm Snapdragon 653",Adreno 510,6 GB
Lenovo K9,"7,855",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Lenovo K9 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"2 GHz, Octa Core, MediaTek Helio P22",PowerVR GE8320,3 GB
"Huawei Honor 9N (4GB RAM, 64GB)","8,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Huawei Honor 9N 1.jpg,1080x2280 pixels (~ 432 pixels per inch),5.84 inches,"2.36 GHz, Octa Core, HiSilicon Kirin 659",Mali-T830 MP2,4 GB
Samsung Galaxy On6,"11,990",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/Samsung Galaxy On6 1.jpg,720x1480 pixels (~ 294 pixels per inch),5.6 inches,"1.6 GHz, Octa Core, Samsung Exynos 7870",Mali-T830 MP2,4 GB
"Oppo A83 (4GB RAM, 64GB, 2018)","12,899",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Oppo A83 (2018) 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"2.5 GHz, Octa Core, MediaTek Helio P23",Mali-G71 MP2,4 GB
"Motorola Moto X4 (3GB RAM, 32GB)","9,200","Android 7.1 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Motorola Moto X4 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"2.2 GHz, Octa Core, Qualcomm Snapdragon 630",Adreno 508,3 GB
Samsung Galaxy J7 Max,"14,900","Android 7.0 Nougat, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/Samsung Galaxy J7 Max 1.jpg,1080x1920 pixels (~ 386 pixels per inch),5.7 inches,"1.69 GHz, Octa Core, MediaTek Helio P20",Mali-T880 MP2,4 GB
Motorola Moto G5S Plus,"15,999","Android 7.1 Nougat, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/Motorola Moto G5S Plus 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2 GHz, Octa Core, Qualcomm Snapdragon 625",Adreno 506,4 GB
Nokia 4.2,"9,800",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Nokia 4.2 1.jpg,720x1520 pixels (~ 295 pixels per inch),5.71 inches,"2 GHz, Octa Core, Qualcomm Snapdragon 439",Adreno 505,3 GB
Vivo Y81 (4GB RAM),"9,490",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Vivo Y81 1.jpg,720x1520 pixels (~ 270 pixels per inch),6.22 inches,"2 GHz, Octa Core, MediaTek Helio P22",PowerVR GE8320,4 GB
Samsung Galaxy J7 Prime 2,"11,500","Android 7.1 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Samsung Galaxy J7 Prime 2 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.6 GHz, Octa Core, Samsung Exynos 7870",Mali-T830 MP2,3 GB
Vivo Y91,"8,990",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Vivo Y91 1.jpg,720x1520 pixels (~ 270 pixels per inch),6.22 inches,"1.95 GHz, Octa Core, Qualcomm Snapdragon 439",Adreno 505,2 GB
LG Q7,"12,490",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/LG Q7 1.jpg,1080x2160 pixels (~ 439 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, MediaTek MT6750",Mali-T860 MP2,3 GB
Huawei Honor 9i,"8,999","Android 7.0 Nougat, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/Huawei Honor 9i 1.jpg,1080x2160 pixels (~ 409 pixels per inch),5.9 inches,"2.36 GHz, Octa Core, HiSilicon Kirin 659",Mali-T830 MP2,4 GB
Huawei Honor 8C 64GB,"12,899",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Huawei Honor 8C 1.jpg,720x1520 pixels (~ 269 pixels per inch),6.26 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 632",Adreno 506,4 GB
"Oppo A3s (3GB RAM, 32GB)","9,990",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Oppo A3s 1.jpg,720x1520 pixels (~ 271 pixels per inch),6.2 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 450",Adreno 506,3 GB
"Samsung Galaxy J6 (4GB RAM, 64GB)","10,499","Android 8.0 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Samsung Galaxy J6 1.jpg,720x1480 pixels (~ 294 pixels per inch),5.6 inches,"1.6 GHz, Octa Core, Samsung Exynos 7870",Mali-T830 MP2,4 GB
Huawei P20 Lite,"15,550",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/Huawei P20 Lite 1.jpg,1080x2280 pixels (~ 432 pixels per inch),5.84 inches,"2.36 GHz, Octa Core, Hisilicon Kirin 659",Mali-T830 MP2,4 GB
"Samsung Galaxy M10 (2GB RAM, 16GB)","7,990","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Samsung Galaxy M10 1.jpg,720x1520 pixels (~ 270 pixels per inch),6.22 inches,"1.6 GHz, Octa Core, Samsung Exynos 7870",Mali-T830 MP2,2 GB
Sony Xperia XA1 Plus,"22,003","Android 7.0 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Sony Xperia XA1 Plus 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2.3 GHz, Octa Core, MediaTek Helio P20",Mali-T880 MP2,4 GB
"XOLO ZX (6GB RAM, 128GB)","12,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/XOLO ZX 1.jpg,720x1520 pixels (~ 270 pixels per inch),6.22 inches,"2 GHz, Octa Core, MediaTek Helio P22",PowerVR GE8320,6 GB
Infinix Smart 3 Plus,"6,999",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Infinix Smart 3 Plus 1.jpg,720x1520 pixels (~ 271 pixels per inch),6.21 inches,"2 GHz, Quad Core, MediaTek Helio A22",PowerVR GE-class,2 GB
"Huawei Honor 9N (3GB RAM, 32GB)","8,499",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Huawei Honor 9N 1.jpg,1080x2280 pixels (~ 432 pixels per inch),5.84 inches,"2.36 GHz, Octa Core, HiSilicon Kirin 659",Mali-T830 MP2,3 GB
Motorola Moto E5 Plus,"7,960",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/Motorola Moto E5 Plus 1.jpg,720x1440 pixels (~ 268 pixels per inch),6 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,3 GB
Huawei Honor 7X 32GB,"10,899","Android 7.0 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Huawei Honor 7X 1.jpg,1080x2160 pixels (~ 407 pixels per inch),5.93 inches,"2.36 GHz, Octa Core, HiSilicon Kirin 659",Mali-T830 MP2,4 GB
"TECNO Camon i4 (3GB RAM, 32GB)","10,590",Android 9.0 Pie,https://www.phonecurry.com/img/phones/TECNO Camon i4 1.jpg,720x1520 pixels (~ 271 pixels per inch),6.2 inches,"2 GHz, Quad Core, MediaTek Helio A22",PowerVR GE-class,3 GB
"Nokia 3.2 (3GB RAM, 32GB)","9,900",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Nokia 3.2 1.jpg,720x1520 pixels (~ 269 pixels per inch),6.26 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 429",Adreno 504,3 GB
"Xiaomi Redmi 5 (3GB RAM, 32GB)","7,999","Android 7.1 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Xiaomi Redmi 5 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 450",Adreno 506,3 GB
"Samsung Galaxy On7 Prime (4GB RAM, 64GB)","13,990",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Samsung Galaxy On7 Prime 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.6 GHz, Octa Core, Samsung Exynos 7870",Mali-T830 MP2,4 GB
BlackBerry DTEK60,"17,885",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/BlackBerry DTEK60 1.jpg,1440x2560 pixels (~ 534 pixels per inch),5.5 inches,"2.15 GHz, Quad Core, Qualcomm Snapdragon 820",Adreno 530,4 GB
"Infinix Hot S3 (4GB RAM, 64GB)","10,999",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/Infinix Hot S3 1.jpg,720x1440 pixels (~ 285 pixels per inch),5.65 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,4 GB
"realme C1 (2GB RAM, 2019)","7,490",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/realme C1 1.jpg,720x1520 pixels (~ 271 pixels per inch),6.2 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 450",Adreno 506,2 GB
"Nokia 6 (4GB RAM, 64GB)","18,499","Android 7.1 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Nokia 6 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,4 GB
Sony Xperia XZ Dual,"40,990","Android 6.0 Marshmallow, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Sony Xperia XZ Dual 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"2.15 GHz, Quad Core, Qualcomm MSM8996 Snapdragon 820",Adreno 530,3 GB
LG G5,"40,990","Android 6.0 Marshmallow, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/LG G5 1.jpg,1440x2560 pixels (~ 554 pixels per inch),5.3 inches,"2.1 GHz, Quad Core, Qualcomm MSM8996 Snapdragon 820",Adreno 530,4 GB
Panasonic Eluga Z1 Pro,"12,990",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Panasonic Eluga Z1 1.jpg,720x1500 pixels (~ 269 pixels per inch),6.19 inches,"2 GHz, Octa Core, MediaTek Helio P22",PowerVR GE8320,4 GB
Vivo V5 Plus,"25,990",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Vivo V5 Plus 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2 GHz, Octa Core, Qualcomm Snapdragon 625",Adreno 506,4 GB
Lava Z92,"8,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Lava Z92 1.jpg,720x1520 pixels (~ 270 pixels per inch),6.22 inches,"2 GHz, Octa Core, MediaTek Helio P22",PowerVR GE8320,3 GB
Samsung Galaxy A6 32GB,"11,494","Android 8.0 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Samsung Galaxy A6 1.jpg,720x1480 pixels (~ 294 pixels per inch),5.6 inches,"1.6 GHz, Octa Core, Samsung Exynos 7870",Mali-T830 MP2,4 GB
"Xiaomi Redmi Note 4 (4GB RAM, 64GB)","9,549","Android 6.0 Marshmallow, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Xiaomi Redmi Note 4 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2 GHz, Octa Core, Qualcomm Snapdragon 625",Adreno 506,4 GB
Micromax Infinity N12,"8,099",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Micromax Infinity N12 1.jpg,720x1500 pixels (~ 269 pixels per inch),6.19 inches,"2 GHz, Octa Core, MediaTek Helio P22",PowerVR GE8320,3 GB
Gionee S11 Lite,"7,799",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Gionee S11 Lite 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,4 GB
Samsung Galaxy J6 Plus,"10,994","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Samsung Galaxy J6 Plus 1.jpg,720x1480 pixels (~ 274 pixels per inch),6 inches,"1.4 GHz, Quad Core, Qualcomm Snapdragon 425",Adreno 308,4 GB
HTC Desire 12 Plus,"19,990",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/HTC Desire 12 Plus 1.jpg,720x1440 pixels (~ 268 pixels per inch),6 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 450",Adreno 506,3 GB
Samsung Galaxy A10,"7,990",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Samsung Galaxy A10 1.jpg,720x1520 pixels (~ 271 pixels per inch),6.2 inches,"1.6 GHz, Octa Core, Samsung Exynos 7884",Mali-G71 MP2,2 GB
Oppo A1k,"8,490",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Oppo A1k 1.jpg,720x1560 pixels (~ 282 pixels per inch),6.1 inches,"2 GHz, Octa Core, MediaTek Helio P22",PowerVR GE8320,2 GB
"Oppo A83 (3GB RAM, 32GB, 2018)","9,990",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Oppo A83 (2018) 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"2.5 GHz, Octa Core, MediaTek Helio P23",Mali-G71 MP2,3 GB
Vivo V7,"15,990",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Vivo V7 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 450",Adreno 506,4 GB
Motorola Moto G5S,"9,200","Android 7.1 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Motorola Moto G5S 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,4 GB
HTC U Play,"29,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/HTC U Play 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"2 GHz, Octa Core, MediaTek MT6755 Helio P10",Mali-T860 MP2,4 GB
Asus Zenfone Max M1,"8,999",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/Asus Zenfone Max M1 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,3 GB
Gionee A1 Plus,"11,390",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Gionee A1 Plus 1.jpg,1080x1920 pixels (~ 367 pixels per inch),6 inches,"2.5 GHz, Octa Core, Mediatek Helio P25",Mali-T880 MP2,4 GB
"Billion Capture Plus (4GB RAM, 64GB)","8,700","Android 7.1 Nougat, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/Billion Capture Plus 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2 GHz, Octa Core, Qualcomm Snapdragon 625",Adreno 506,4 GB
"realme C2 (2GB RAM, 16GB)","5,999",Android 9.0 Pie,https://www.phonecurry.com/img/phones/realme C2 1.jpg,720x1560 pixels (~ 282 pixels per inch),6.1 inches,"2 GHz, Octa Core, MediaTek Helio P22",PowerVR GE8320,2 GB
Vivo Y91i 32GB,"7,799",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Vivo Y91i 1.jpg,720x1520 pixels (~ 270 pixels per inch),6.22 inches,"2 GHz, Octa Core, MediaTek Helio P22",PowerVR GE8320,2 GB
LG Q6 Plus,"11,994","Android 7.1 Nougat, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/LG Q6 1.jpg,1080x2160 pixels (~ 439 pixels per inch),5.5 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 435",Adreno 505,4 GB
Huawei Honor 8C 32GB,"8,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Huawei Honor 8C 1.jpg,720x1520 pixels (~ 269 pixels per inch),6.26 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 632",Adreno 506,4 GB
Micromax Dual 5,"24,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Micromax Dual 5 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 652",Adreno 510,4 GB
"Samsung Galaxy J4 (3GB RAM, 32GB)","9,600","Android 8.0 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Samsung Galaxy J4 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.4 GHz, Quad Core, Samsung Exynos 7570",Mali-T720 MP2,3 GB
"Huawei Honor 9 Lite (4GB RAM, 64GB)","8,999",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/Huawei Honor 9 Lite 1.jpg,1080x2160 pixels (~ 427 pixels per inch),5.65 inches,"2.36 GHz, Octa Core, HiSilicon Kirin 659",Mali-T830 MP2,4 GB
Vivo Y91i 16GB,"7,990",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Vivo Y91i 1.jpg,720x1520 pixels (~ 270 pixels per inch),6.22 inches,"2 GHz, Octa Core, MediaTek Helio P22",PowerVR GE8320,2 GB
"Vivo Y71 (4GB RAM, 32GB)","9,350",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Vivo Y71 1.jpg,720x1440 pixels (~ 269 pixels per inch),5.99 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 450",Adreno 506,4 GB
"Samsung Galaxy On7 Prime (3GB RAM, 32GB)","12,990",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Samsung Galaxy On7 Prime 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.6 GHz, Octa Core, Samsung Exynos 7870",Mali-T830 MP2,3 GB
Alcatel 5V,"11,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Alcatel 5V 1.jpg,720x1500 pixels (~ 268 pixels per inch),6.2 inches,"2 GHz, Octa Core, MediaTek Helio P22",PowerVR GE8320,3 GB
"mobiistar X1 Notch (3GB RAM, 32GB)","6,899",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/mobiistar X1 Notch 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"2 GHz, Quad Core, Mediatek Helio A22",PowerVR Rogue GE8300,3 GB
Coolpad Cool Play 6,"13,199","Android 7.1 Nougat, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/Coolpad Cool Play 6 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.95 GHz, Octa Core, Qualcomm Snapdragon 653",Adreno 510,6 GB
Lenovo K8 Plus (4GB RAM),"11,999","Android 7.1 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Lenovo K8 Plus 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"2.5 GHz, Octa Core, MediaTek Helio P25",Mali-T880 MP2,4 GB
"Motorola Moto G5 Plus (4GB RAM, 32GB)","9,249","Android 7.0 Nougat, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/Motorola Moto G5 Plus 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"2 GHz, Octa Core, Qualcomm Snapdragon 625",Adreno 506,4 GB
"Nokia 6 (3GB RAM, 32GB)","11,449","Android 7.1 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Nokia 6 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,3 GB
"TECNO Camon i4 (2GB RAM, 32GB)","8,888",Android 9.0 Pie,https://www.phonecurry.com/img/phones/TECNO Camon i4 1.jpg,720x1520 pixels (~ 271 pixels per inch),6.2 inches,"2 GHz, Quad Core, MediaTek Helio A22",PowerVR GE-class,2 GB
realme C1,"6,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/realme C1 1.jpg,720x1520 pixels (~ 271 pixels per inch),6.2 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 450",Adreno 506,2 GB
"Samsung Galaxy J6 (3GB RAM, 32GB)","8,994","Android 8.0 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Samsung Galaxy J6 1.jpg,720x1480 pixels (~ 294 pixels per inch),5.6 inches,"1.6 GHz, Octa Core, Samsung Exynos 7870",Mali-T830 MP2,3 GB
Asus Zenfone 4 Selfie Pro ZD552KL,"15,999","Android 7.0 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Asus Zenfone 4 Selfie Pro ZD552KL 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2 GHz, Octa Core, Qualcomm Snapdragon 625",Adreno 506,4 GB
Nubia M2,"22,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Nubia M2 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2 GHz, Octa Core, Qualcomm Snapdragon 625",Adreno 506,4 GB
Motorola Moto Z Play,"23,800","Android 6.0 Marshmallow, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Motorola Moto Z Play 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2 GHz, Octa Core, Qualcomm Snapdragon 625",Adreno 506,3 GB
Micromax Infinity N11,"6,950",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Micromax Infinity N11 1.jpg,720x1500 pixels (~ 269 pixels per inch),6.19 inches,"2 GHz, Octa Core, MediaTek Helio P22",PowerVR GE8320,2 GB
"Nokia 3.1 (3GB RAM, 32GB)","7,740","Android 8.0 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Nokia 3.1 1.jpg,720x1440 pixels (~ 310 pixels per inch),5.2 inches,"1.5 GHz, Octa Core, Mediatek MT6750",Mali-T860 MP2,3 GB
"Infinix Hot S3 (3GB RAM, 32GB)","8,999",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/Infinix Hot S3 1.jpg,720x1440 pixels (~ 285 pixels per inch),5.65 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,3 GB
"Xiaomi Redmi Note 4 (3GB RAM, 32GB)","8,679","Android 6.0 Marshmallow, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Xiaomi Redmi Note 4 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2 GHz, Octa Core, Qualcomm Snapdragon 625",Adreno 506,3 GB
"Oppo A3s (2GB RAM, 16GB)","7,990",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Oppo A3s 1.jpg,720x1520 pixels (~ 271 pixels per inch),6.2 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 450",Adreno 506,2 GB
"Xiaomi Redmi 5 (2GB RAM, 16GB)","6,930","Android 7.1 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Xiaomi Redmi 5 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 450",Adreno 506,2 GB
Nubia Z17 mini,"19,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Nubia Z17 mini 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"1.95 GHz, Octa Core, Qualcomm Snapdragon 652",Adreno 510,4 GB
Infinix Hot S3X,"9,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Infinix Hot S3X 1.jpg,720x1500 pixels (~ 268 pixels per inch),6.2 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,3 GB
"Billion Capture Plus (3GB RAM, 32GB)","8,000","Android 7.1 Nougat, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/Billion Capture Plus 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2 GHz, Octa Core, Qualcomm Snapdragon 625",Adreno 506,3 GB
"Lenovo K8 Note (4GB RAM, 64GB)","9,079","Android 7.1 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Lenovo K8 Note 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2.3 GHz, Deca Core, MediaTek Helio X23",Mali-T880 MP4,4 GB
Oppo F3,"12,990",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Oppo F3 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, MediaTek MT6750T",Mali-T860 MP2,4 GB
Vivo Y81i,"7,990",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Vivo Y81i 1.jpg,720x1520 pixels (~ 270 pixels per inch),6.22 inches,"2 GHz, Quad Core, Mediatek Helio A22",PowerVR GE8320,2 GB
HTC Desire 12,"9,990",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/HTC Desire 12 1.jpg,720x1440 pixels (~ 293 pixels per inch),5.5 inches,"1.5 GHz, Quad Core, MediaTek MT6739",PowerVR Rogue GE8100,3 GB
"Vivo Y71 (3GB RAM, 16GB)","9,399",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Vivo Y71 1.jpg,720x1440 pixels (~ 269 pixels per inch),5.99 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 450",Adreno 506,3 GB
"Oppo A83 (2GB RAM, 16GB, 2018)","6,490",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Oppo A83 (2018) 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"2.5 GHz, Octa Core, MediaTek Helio P23",Mali-G71 MP2,2 GB
"XOLO ZX (4GB RAM, 64GB)","10,499",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/XOLO ZX 1.jpg,720x1520 pixels (~ 270 pixels per inch),6.22 inches,"2 GHz, Octa Core, MediaTek Helio P22",PowerVR GE8320,4 GB
Gionee A1,"9,299",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Gionee A1 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2 GHz, Octa Core, Mediatek MT6755 Helio P10",Mali-T860 MP2,4 GB
Infinix Hot 6 Pro,"7,999",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/Infinix Hot 6 Pro 1.jpg,720x1440 pixels (~ 269 pixels per inch),5.99 inches,"1.4 GHz, Quad Core, Qualcomm Snapdragon 425",Adreno 308,3 GB
"Samsung Galaxy J4 (2GB RAM, 16GB)","7,790","Android 8.0 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Samsung Galaxy J4 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.4 GHz, Quad Core, Samsung Exynos 7570",Mali-T720 MP2,2 GB
Nokia 2.1,"5,049","Android 8.1 Oreo, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Nokia 2.1 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.4 GHz, Quad Core, Qualcomm Snapdragon 425",Adreno 308,1 GB
"Huawei Honor 9 Lite (3GB RAM, 32GB)","7,999",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/Huawei Honor 9 Lite 1.jpg,1080x2160 pixels (~ 427 pixels per inch),5.65 inches,"2.36 GHz, Octa Core, HiSilicon Kirin 659",Mali-T830 MP2,3 GB
Oppo A71 (2018),"8,099",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Oppo A71s 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 450",Adreno 506,3 GB
